GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	TAXON ID	GENE_PRODUCT_NAME	GO ASPECT
UniProtKB	P10499	Kcna1	part_of	GO:0042734	presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P10499	Kcna1	part_of	GO:0098793	presynapse	10116	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P10499	Kcna1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10116	Potassium voltage-gated channel subfamily A member 1	F
UniProtKB	P10499	Kcna1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10116	Potassium voltage-gated channel subfamily A member 1	F
UniProtKB	P10499	Kcna1	part_of	GO:0044305	calyx of Held	10116	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P10499	Kcna1	part_of	GO:0099056	integral component of presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P10673	NTS	part_of	GO:0043679	axon terminus	9615	Neurotensin/neuromedin N	C
UniProtKB	P10937	Pnmt	part_of	GO:0043195	terminal bouton	10116	Phenylethanolamine N-methyltransferase	C
UniProtKB	P10948	RAB3B	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3B	C
UniProtKB	P10948	RAB3B	part_of	GO:0098993	anchored component of synaptic vesicle membrane	9913	Ras-related protein Rab-3B	C
UniProtKB	P10948	RAB3B	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3B	C
UniProtKB	P10949	RAB3C	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3C	C
UniProtKB	P10949	RAB3C	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3C	C
UniProtKB	P10980	Chrm2	part_of	GO:0043679	axon terminus	10116	Muscarinic acetylcholine receptor M2	C
UniProtKB	P10980	Chrm2	part_of	GO:0099056	integral component of presynaptic membrane	10116	Muscarinic acetylcholine receptor M2	C
UniProtKB	P11023	RAB3A	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3A	C
UniProtKB	P11023	RAB3A	part_of	GO:0098993	anchored component of synaptic vesicle membrane	9913	Ras-related protein Rab-3A	C
UniProtKB	P11023	RAB3A	part_of	GO:0048786	presynaptic active zone	9913	Ras-related protein Rab-3A	C
UniProtKB	P11023	RAB3A	part_of	GO:0008021	synaptic vesicle	9913	Ras-related protein Rab-3A	C
UniProtKB	P11023	RAB3A	involved_in	GO:0016079	synaptic vesicle exocytosis	9913	Ras-related protein Rab-3A	P
UniProtKB	P11030	Dbi	part_of	GO:0008021	synaptic vesicle	10116	Acyl-CoA-binding protein	C
UniProtKB	P11142	HSPA8	part_of	GO:0043195	terminal bouton	9606	Heat shock cognate 71 kDa protein	C
UniProtKB	P11142	HSPA8	part_of	GO:0099523	presynaptic cytosol	9606	Heat shock cognate 71 kDa protein	C
UniProtKB	P11142	HSPA8	involved_in	GO:0007269	neurotransmitter secretion	9606	Heat shock cognate 71 kDa protein	P
UniProtKB	P11142	HSPA8	part_of	GO:0098793	presynapse	9606	Heat shock cognate 71 kDa protein	C
UniProtKB	P11147	Hsc70-4	involved_in	GO:0007269	neurotransmitter secretion	7227	Heat shock 70 kDa protein cognate 4	P
UniProtKB	P11147	Hsc70-4	involved_in	GO:0007269	neurotransmitter secretion	7227	Heat shock 70 kDa protein cognate 4	P
UniProtKB	P11147	Hsc70-4	involved_in	GO:0007269	neurotransmitter secretion	7227	Heat shock 70 kDa protein cognate 4	P
UniProtKB	P11147	Hsc70-4	part_of	GO:0098793	presynapse	7227	Heat shock 70 kDa protein cognate 4	C
UniProtKB	P11147	Hsc70-4	part_of	GO:0098793	presynapse	7227	Heat shock 70 kDa protein cognate 4	C
UniProtKB	P11147	Hsc70-4	part_of	GO:0098793	presynapse	7227	Heat shock 70 kDa protein cognate 4	C
UniProtKB	P11166	SLC2A1	part_of	GO:0098793	presynapse	9606	Solute carrier family 2, facilitated glucose transporter member 1	C
UniProtKB	P11167	Slc2a1	part_of	GO:0098793	presynapse	10116	Solute carrier family 2, facilitated glucose transporter member 1	C
UniProtKB	P11167	Slc2a1	part_of	GO:0098793	presynapse	10116	Solute carrier family 2, facilitated glucose transporter member 1	C
UniProtKB	P11229	CHRM1	part_of	GO:0099056	integral component of presynaptic membrane	9606	Muscarinic acetylcholine receptor M1	C
UniProtKB	P11229	CHRM1	part_of	GO:0043679	axon terminus	9606	Muscarinic acetylcholine receptor M1	C
UniProtKB	P11275	Camk2a	part_of	GO:0099523	presynaptic cytosol	10116	Calcium/calmodulin-dependent protein kinase type II subunit alpha	C
UniProtKB	P11279	LAMP1	part_of	GO:0008021	synaptic vesicle	9606	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P11279	LAMP1	part_of	GO:0030285	integral component of synaptic vesicle membrane	9606	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P11438	Lamp1	part_of	GO:0008021	synaptic vesicle	10090	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P11438	Lamp1	part_of	GO:0030285	integral component of synaptic vesicle membrane	10090	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P11438	Lamp1	part_of	GO:0030285	integral component of synaptic vesicle membrane	10090	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P11442	Cltc	part_of	GO:0043195	terminal bouton	10116	Clathrin heavy chain 1	C
UniProtKB	P11442	Cltc	part_of	GO:0098835	presynaptic endocytic zone membrane	10116	Clathrin heavy chain 1	C
UniProtKB	P11442	Cltc	part_of	GO:0098850	extrinsic component of synaptic vesicle membrane	10116	Clathrin heavy chain 1	C
UniProtKB	P11442	Cltc	involved_in	GO:0048488	synaptic vesicle endocytosis	10116	Clathrin heavy chain 1	P
UniProtKB	P11442	Cltc	involved_in	GO:0048488	synaptic vesicle endocytosis	10116	Clathrin heavy chain 1	P
UniProtKB	P11442	Cltc	part_of	GO:0098850	extrinsic component of synaptic vesicle membrane	10116	Clathrin heavy chain 1	C
UniProtKB	P11505	Atp2b1	enables	GO:1905056	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 1	F
UniProtKB	P11505	Atp2b1	enables	GO:1905056	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 1	F
UniProtKB	P11505	Atp2b1	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 1	P
UniProtKB	P11505	Atp2b1	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 1	P
UniProtKB	P11505	Atp2b1	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 1	C
UniProtKB	P11505	Atp2b1	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 1	C
UniProtKB	P11505	Atp2b1	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 1	C
UniProtKB	P11505	Atp2b1	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 1	C
UniProtKB	P11506	Atp2b2	enables	GO:1905056	calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 2	F
UniProtKB	P11506	Atp2b2	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10116	Plasma membrane calcium-transporting ATPase 2	P
UniProtKB	P11506	Atp2b2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 2	C
UniProtKB	P11506	Atp2b2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 2	C
UniProtKB	P11506	Atp2b2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 2	C
UniProtKB	P11506	Atp2b2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10116	Plasma membrane calcium-transporting ATPase 2	C
UniProtKB	P11530	Dmd	part_of	GO:0030672	synaptic vesicle membrane	10116	Dystrophin	C
UniProtKB	P11531	Dmd	part_of	GO:0030672	synaptic vesicle membrane	10090	Dystrophin	C
UniProtKB	P11584	mys	part_of	GO:0042734	presynaptic membrane	7227	Integrin beta-PS	C
UniProtKB	P11627	L1cam	part_of	GO:0043195	terminal bouton	10090	Neural cell adhesion molecule L1	C
UniProtKB	P11627	L1cam	part_of	GO:0042734	presynaptic membrane	10090	Neural cell adhesion molecule L1	C
UniProtKB	P11798	Camk2a	part_of	GO:0099523	presynaptic cytosol	10090	Calcium/calmodulin-dependent protein kinase type II subunit alpha	C
UniProtKB	P11881	Itpr1	part_of	GO:0098793	presynapse	10090	Inositol 1,4,5-trisphosphate receptor type 1	C
UniProtKB	P12023	App	part_of	GO:0008021	synaptic vesicle	10090	Amyloid-beta A4 protein	C
UniProtKB	P12023	App	colocalizes_with	GO:0098793	presynapse	10090	Amyloid-beta A4 protein	C
UniProtKB	P12023	App	part_of	GO:0048786	presynaptic active zone	10090	Amyloid-beta A4 protein	C
UniProtKB	P12023	App	part_of	GO:0048786	presynaptic active zone	10090	Amyloid-beta A4 protein	C
UniProtKB	P12390	Chrnb2	part_of	GO:0099056	integral component of presynaptic membrane	10116	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P12390	Chrnb2	part_of	GO:0099056	integral component of presynaptic membrane	10116	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P12390	Chrnb2	part_of	GO:0099056	integral component of presynaptic membrane	10116	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P12390	Chrnb2	part_of	GO:0099056	integral component of presynaptic membrane	10116	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P12428	bw	involved_in	GO:0015842	aminergic neurotransmitter loading into synaptic vesicle	7227	Protein brown	P
UniProtKB	P12428	bw	part_of	GO:0098793	presynapse	7227	Protein brown	C
UniProtKB	P12657	Chrm1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Muscarinic acetylcholine receptor M1	C
UniProtKB	P12657	Chrm1	part_of	GO:0043679	axon terminus	10090	Muscarinic acetylcholine receptor M1	C
UniProtKB	P12657	Chrm1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Muscarinic acetylcholine receptor M1	C
UniProtKB	P12657	Chrm1	part_of	GO:0043679	axon terminus	10090	Muscarinic acetylcholine receptor M1	C
UniProtKB	P12658	Calb1	part_of	GO:0043195	terminal bouton	10090	Calbindin	C
UniProtKB	P12658	Calb1	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	P
UniProtKB	P12658	Calb1	part_of	GO:0099523	presynaptic cytosol	10090	Calbindin	C
UniProtKB	P12658	Calb1	acts_upstream_of_or_within	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	P
UniProtKB	P12658	Calb1	part_of	GO:0044305	calyx of Held	10090	Calbindin	C
UniProtKB	P12658	Calb1	involved_in	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	P
UniProtKB	P12658	Calb1	part_of	GO:0044305	calyx of Held	10090	Calbindin	C
UniProtKB	P12658	Calb1	part_of	GO:0099523	presynaptic cytosol	10090	Calbindin	C
UniProtKB	P12658	Calb1	enables	GO:0099534	calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	F
UniProtKB	P12658	Calb1	enables	GO:0099534	calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	F
UniProtKB	P12658	Calb1	enables	GO:0099534	calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration	10090	Calbindin	F
UniProtKB	P12749	Rpl26	part_of	GO:0043195	terminal bouton	10116	60S ribosomal protein L26	C
UniProtKB	P12760	Nmu	part_of	GO:0043195	terminal bouton	10116	Neuromedin-U	C
UniProtKB	P12760	Nmu	part_of	GO:0043195	terminal bouton	10116	Neuromedin-U	C
UniProtKB	P12839	Nefm	part_of	GO:0099182	presynaptic intermediate filament cytoskeleton	10116	Neurofilament medium polypeptide	C
UniProtKB	P12960	Cntn1	part_of	GO:0099026	anchored component of presynaptic membrane	10090	Contactin-1	C
UniProtKB	P13221	Got1	part_of	GO:0043679	axon terminus	10116	Aspartate aminotransferase, cytoplasmic	C
UniProtKB	P13221	Got1	part_of	GO:0043679	axon terminus	10116	Aspartate aminotransferase, cytoplasmic	C
UniProtKB	P13496	DCTN1-p150	part_of	GO:0061176	type Ib terminal bouton	7227	Dynactin subunit 1	C
UniProtKB	P13496	DCTN1-p150	involved_in	GO:0061670	evoked neurotransmitter secretion	7227	Dynactin subunit 1	P
UniProtKB	P13562	Gnrh1	part_of	GO:0043679	axon terminus	10090	Progonadoliberin-1	C
UniProtKB	P13562	Gnrh1	part_of	GO:0043679	axon terminus	10090	Progonadoliberin-1	C
UniProtKB	P13589	Adcyap1	part_of	GO:0043195	terminal bouton	10116	Pituitary adenylate cyclase-activating polypeptide	C
UniProtKB	P13595	Ncam1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Neural cell adhesion molecule 1	C
UniProtKB	P13596	Ncam1	part_of	GO:0099056	integral component of presynaptic membrane	10116	Neural cell adhesion molecule 1	C
UniProtKB	P13600	NGF	part_of	GO:0008021	synaptic vesicle	9913	Beta-nerve growth factor	C
UniProtKB	P13637	ATP1A3	enables	GO:0099520	ion antiporter activity involved in regulation of presynaptic membrane potential	9606	Sodium/potassium-transporting ATPase subunit alpha-3	F
UniProtKB	P13701	P13701	part_of	GO:0030672	synaptic vesicle membrane	7787	Synaptobrevin	C
UniProtKB	P13852	Prnp	part_of	GO:0043195	terminal bouton	10116	Major prion protein	C
UniProtKB	P13852	Prnp	part_of	GO:0043195	terminal bouton	10116	Major prion protein	C
UniProtKB	P14082	BDNF	part_of	GO:0008021	synaptic vesicle	9823	Brain-derived neurotrophic factor	C
UniProtKB	P14099	PDE2A	part_of	GO:0042734	presynaptic membrane	9913	cGMP-dependent 3',5'-cyclic phosphodiesterase	C
UniProtKB	P14142	Slc2a4	part_of	GO:0098793	presynapse	10090	Solute carrier family 2, facilitated glucose transporter member 4	C
UniProtKB	P14142	Slc2a4	part_of	GO:0098793	presynapse	10090	Solute carrier family 2, facilitated glucose transporter member 4	C
UniProtKB	P14173	Ddc	part_of	GO:0008021	synaptic vesicle	10116	Aromatic-L-amino-acid decarboxylase	C
UniProtKB	P14173	Ddc	involved_in	GO:0015842	aminergic neurotransmitter loading into synaptic vesicle	10116	Aromatic-L-amino-acid decarboxylase	P
UniProtKB	P14416	DRD2	part_of	GO:0030672	synaptic vesicle membrane	9606	D(2) dopamine receptor	C
UniProtKB	P14416	DRD2	part_of	GO:0099056	integral component of presynaptic membrane	9606	D(2) dopamine receptor	C
UniProtKB	P14416	DRD2	part_of	GO:0030672	synaptic vesicle membrane	9606	D(2) dopamine receptor	C
UniProtKB	P14416	DRD2	part_of	GO:0043679	axon terminus	9606	D(2) dopamine receptor	C
UniProtKB	P14416	DRD2	part_of	GO:0099056	integral component of presynaptic membrane	9606	D(2) dopamine receptor	C
UniProtKB	P14562	Lamp1	part_of	GO:0008021	synaptic vesicle	10116	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P14562	Lamp1	part_of	GO:0008021	synaptic vesicle	10116	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P14562	Lamp1	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P14562	Lamp1	part_of	GO:0030285	integral component of synaptic vesicle membrane	10116	Lysosome-associated membrane glycoprotein 1	C
UniProtKB	P14646	Pde4b	part_of	GO:0008021	synaptic vesicle	10116	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	C
UniProtKB	P14668	Anxa5	part_of	GO:0008021	synaptic vesicle	10116	Annexin A5	C
UniProtKB	P14668	Anxa5	part_of	GO:0043679	axon terminus	10116	Annexin A5	C
UniProtKB	P14672	SLC2A4	part_of	GO:0098793	presynapse	9606	Solute carrier family 2, facilitated glucose transporter member 4	C
UniProtKB	P14842	Htr2a	part_of	GO:0098793	presynapse	10116	5-hydroxytryptamine receptor 2A	C
UniProtKB	P14842	Htr2a	part_of	GO:0099056	integral component of presynaptic membrane	10116	5-hydroxytryptamine receptor 2A	C
UniProtKB	P14844	Ccl2	part_of	GO:0043679	axon terminus	10116	C-C motif chemokine 2	C
UniProtKB	P15104	GLUL	part_of	GO:0043679	axon terminus	9606	Glutamine synthetase	C
UniProtKB	P15105	Glul	part_of	GO:0043679	axon terminus	10090	Glutamine synthetase	C
UniProtKB	P15105	Glul	part_of	GO:0043679	axon terminus	10090	Glutamine synthetase	C
UniProtKB	P15116	Cdh2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10090	Cadherin-2	C
UniProtKB	P15116	Cdh2	part_of	GO:0099059	integral component of presynaptic active zone membrane	10090	Cadherin-2	C
UniProtKB	P15209	Ntrk2	part_of	GO:0043679	axon terminus	10090	BDNF/NT-3 growth factors receptor	C
UniProtKB	P15209	Ntrk2	part_of	GO:0043195	terminal bouton	10090	BDNF/NT-3 growth factors receptor	C
UniProtKB	P15209	Ntrk2	part_of	GO:0048786	presynaptic active zone	10090	BDNF/NT-3 growth factors receptor	C
UniProtKB	P15209	Ntrk2	part_of	GO:0043679	axon terminus	10090	BDNF/NT-3 growth factors receptor	C
UniProtKB	P15313	ATP6V1B1	part_of	GO:0098850	extrinsic component of synaptic vesicle membrane	9606	V-type proton ATPase subunit B, kidney isoform	C
UniProtKB	P15313	ATP6V1B1	part_of	GO:0008021	synaptic vesicle	9606	V-type proton ATPase subunit B, kidney isoform	C
UniProtKB	P15330	dl	part_of	GO:0071212	subsynaptic reticulum	7227	Embryonic polarity protein dorsal	C
UniProtKB	P15331	Prph	part_of	GO:0043195	terminal bouton	10090	Peripherin	C
UniProtKB	P15384	Kcna3	part_of	GO:0044305	calyx of Held	10116	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P15384	Kcna3	part_of	GO:0099056	integral component of presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P15385	Kcna4	part_of	GO:0099056	integral component of presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 4	C
UniProtKB	P15385	Kcna4	part_of	GO:0099056	integral component of presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 4	C
UniProtKB	P15385	Kcna4	part_of	GO:0099056	integral component of presynaptic membrane	10116	Potassium voltage-gated channel subfamily A member 4	C
UniProtKB	P15388	Kcnc1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Potassium voltage-gated channel subfamily C member 1	F
UniProtKB	P15388	Kcnc1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily C member 1	C
UniProtKB	P15388	Kcnc1	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily C member 1	C
UniProtKB	P15388	Kcnc1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Potassium voltage-gated channel subfamily C member 1	F
UniProtKB	P15388	Kcnc1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily C member 1	C
UniProtKB	P15388	Kcnc1	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily C member 1	C
UniProtKB	P15388	Kcnc1	part_of	GO:0042734	presynaptic membrane	10090	Potassium voltage-gated channel subfamily C member 1	C
UniProtKB	P15407	FOSL1	part_of	GO:0042734	presynaptic membrane	9606	Fos-related antigen 1	C
UniProtKB	P16043	Ghrh	part_of	GO:0043195	terminal bouton	10090	Somatoliberin	C
UniProtKB	P16043	Ghrh	part_of	GO:0043195	terminal bouton	10090	Somatoliberin	C
UniProtKB	P16043	Ghrh	part_of	GO:0043679	axon terminus	10090	Somatoliberin	C
UniProtKB	P16054	Prkce	part_of	GO:0099523	presynaptic cytosol	10090	Protein kinase C epsilon type	C
UniProtKB	P16068	GUCY1B1	part_of	GO:0048786	presynaptic active zone	9913	Guanylate cyclase soluble subunit beta-1	C
UniProtKB	P16305	Gabra6	part_of	GO:0042734	presynaptic membrane	10090	Gamma-aminobutyric acid receptor subunit alpha-6	C
UniProtKB	P16388	Kcna1	part_of	GO:0042734	presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0043679	axon terminus	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Potassium voltage-gated channel subfamily A member 1	F
UniProtKB	P16388	Kcna1	part_of	GO:0042734	presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0042734	presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	enables	GO:0099508	voltage-gated ion channel activity involved in regulation of presynaptic membrane potential	10090	Potassium voltage-gated channel subfamily A member 1	F
UniProtKB	P16388	Kcna1	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0042734	presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16388	Kcna1	part_of	GO:0098793	presynapse	10090	Potassium voltage-gated channel subfamily A member 1	C
UniProtKB	P16389	KCNA2	part_of	GO:0043679	axon terminus	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16389	KCNA2	part_of	GO:0043679	axon terminus	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16389	KCNA2	part_of	GO:0043679	axon terminus	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16389	KCNA2	part_of	GO:0044305	calyx of Held	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16389	KCNA2	part_of	GO:0099056	integral component of presynaptic membrane	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16389	KCNA2	part_of	GO:0042734	presynaptic membrane	9606	Potassium voltage-gated channel subfamily A member 2	C
UniProtKB	P16390	Kcna3	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P16390	Kcna3	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P16390	Kcna3	part_of	GO:0044305	calyx of Held	10090	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P16390	Kcna3	part_of	GO:0099056	integral component of presynaptic membrane	10090	Potassium voltage-gated channel subfamily A member 3	C
UniProtKB	P16568	BicD	involved_in	GO:0048488	synaptic vesicle endocytosis	7227	Protein bicaudal D	P
UniProtKB	P16568	BicD	part_of	GO:0098793	presynapse	7227	Protein bicaudal D	C
UniProtKB	P17174	GOT1	part_of	GO:0043679	axon terminus	9606	Aspartate aminotransferase, cytoplasmic	C
UniProtKB	P17301	ITGA2	part_of	GO:0043679	axon terminus	9606	Integrin alpha-2	C
UniProtKB	P17427	Ap2a2	part_of	GO:0008021	synaptic vesicle	10090	AP-2 complex subunit alpha-2	C
UniProtKB	P17599	SYN1	involved_in	GO:0007269	neurotransmitter secretion	9913	Synapsin-1	P
UniProtKB	P17599	SYN1	part_of	GO:0030672	synaptic vesicle membrane	9913	Synapsin-1	C
UniProtKB	P17599	SYN1	involved_in	GO:0007269	neurotransmitter secretion	9913	Synapsin-1	P
UniProtKB	P17599	SYN1	part_of	GO:0008021	synaptic vesicle	9913	Synapsin-1	C
UniProtKB	P17599	SYN1	part_of	GO:0008021	synaptic vesicle	9913	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0008021	synaptic vesicle	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	involved_in	GO:0007269	neurotransmitter secretion	9606	Synapsin-1	P
UniProtKB	P17600	SYN1	part_of	GO:0030672	synaptic vesicle membrane	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	involved_in	GO:0007269	neurotransmitter secretion	9606	Synapsin-1	P
UniProtKB	P17600	SYN1	part_of	GO:0008021	synaptic vesicle	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	involved_in	GO:0099504	synaptic vesicle cycle	9606	Synapsin-1	P
UniProtKB	P17600	SYN1	involved_in	GO:0007269	neurotransmitter secretion	9606	Synapsin-1	P
UniProtKB	P17600	SYN1	part_of	GO:0098993	anchored component of synaptic vesicle membrane	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0098850	extrinsic component of synaptic vesicle membrane	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0008021	synaptic vesicle	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0098793	presynapse	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	involved_in	GO:0097091	synaptic vesicle clustering	9606	Synapsin-1	P
UniProtKB	P17600	SYN1	part_of	GO:0048786	presynaptic active zone	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0030672	synaptic vesicle membrane	9606	Synapsin-1	C
UniProtKB	P17600	SYN1	part_of	GO:0048786	presynaptic active zone	9606	Synapsin-1	C
UniProtKB	P17658	KCNA6	part_of	GO:0043679	axon terminus	9606	Potassium voltage-gated channel subfamily A member 6	C
UniProtKB	P17659	Kcna6	part_of	GO:0043679	axon terminus	10116	Potassium voltage-gated channel subfamily A member 6	C
UniProtKB	P17787	CHRNB2	part_of	GO:0099056	integral component of presynaptic membrane	9606	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P17787	CHRNB2	part_of	GO:0099056	integral component of presynaptic membrane	9606	Neuronal acetylcholine receptor subunit beta-2	C
UniProtKB	P17809	Slc2a1	part_of	GO:0098793	presynapse	10090	Solute carrier family 2, facilitated glucose transporter member 1	C
UniProtKB	P18066	RAB5A	part_of	GO:0098993	anchored component of synaptic vesicle membrane	9615	Ras-related protein Rab-5A	C
UniProtKB	P18066	RAB5A	part_of	GO:0008021	synaptic vesicle	9615	Ras-related protein Rab-5A	C
UniProtKB	P18066	RAB5A	involved_in	GO:0036465	synaptic vesicle recycling	9615	Ras-related protein Rab-5A	P
UniProtKB	P18066	RAB5A	part_of	GO:0043195	terminal bouton	9615	Ras-related protein Rab-5A	C
UniProtKB	P18067	RAB7A	part_of	GO:0098993	anchored component of synaptic vesicle membrane	9615	Ras-related protein Rab-7a	C
UniProtKB	P18088	Gad1	part_of	GO:0048786	presynaptic active zone	10116	Glutamate decarboxylase 1	C
UniProtKB	P18088	Gad1	part_of	GO:0048786	presynaptic active zone	10116	Glutamate decarboxylase 1	C
UniProtKB	P18088	Gad1	part_of	GO:0048786	presynaptic active zone	10116	Glutamate decarboxylase 1	C
UniProtKB	P18088	Gad1	part_of	GO:0048786	presynaptic active zone	10116	Glutamate decarboxylase 1	C
UniProtKB	P18088	Gad1	part_of	GO:0043679	axon terminus	10116	Glutamate decarboxylase 1	C
UniProtKB	P18088	Gad1	part_of	GO:0048786	presynaptic active zone	10116	Glutamate decarboxylase 1	C
